index,sample_id,possible_answers,query_type,query,answer,image_name
201795374,201795374,The woman is looking at the man.,"14-man_looking at,s",Who is looking at the man that is not old?,woman,n119944.jpg
202023471,202023471,The bed is in front of the bookshelf.,"15-bed_in front of,o",Which kind of furniture is the bed in front of?,bookshelf,n95313.jpg
201795370,201795370,"No, the woman is wearing sandals.",13-woman_gloves,Is the fat woman wearing gloves?,no,n119944.jpg
20182741,20182741,"No, both the boxes and the steps are square.",09diff-boxes_steps,Do the boxes have a different shape than the steps?,no,n151768.jpg
201711128,201711128,"No, there are no tables or bottles.",09existOr-bottle_table,Are there bottles or tables in this scene?,no,n302387.jpg
201303430,201303430,"Yes, the floor is low and green.",05-green_low,Is the floor low and green?,yes,n518912.jpg
201889436,201889436,"Yes, the jacket is red.",06-jacket_red,Does the jacket have red color?,yes,n88366.jpg
20621886,20621886,"No, the fence is green.",06-fence_black,Does the fence near the wall have black color?,no,n210269.jpg
20182748,20182748,"No, the cane is made of wood and the barrier is made of metal.",09same-barrier_cane,Are the cane and the barrier made of the same material?,no,n151768.jpg
2091118,2091118,"No, the parking lot is dirty.",06-parking lot_clean,Is the parking lot clean?,no,n565418.jpg
201079936,201079936,"Yes, the draperies are thin.",06-drapes_thin,Are the draperies thin?,yes,n23181.jpg
20744331,20744331,The bat is brown.,10q-bat_color,What is the color of the bat that is holding onto the other bat?,brown,n562105.jpg
20480810,20480810,The books are clean.,10q-books_cleanliness,How clean are the books that are not horizontal?,clean,n520071.jpg
201896084,201896084,"No, the coat is thin.",06-coat_thick,Does the gray coat appear to be thick?,no,n111390.jpg
201067496,201067496,The device is a calculator.,12q-device_n#on,Which kind of device is not on?,calculator,n367944.jpg
201067494,201067494,The calculator is not on.,12c-device_n#on,"Which kind of device is not on, the calculator or the laptop?",calculator,n367944.jpg
201411223,201411223,"Yes, both the toilet brush and the tool are black.",09verifyAttrAnd-toilet brush_tool,Do both the toilet brush near the toilet and the tool have black color?,yes,n415215.jpg
201428460,201428460,The person is tall.,10c-person_height,Does the skinny person look tall or short?,tall,n199758.jpg
20631672,20631672,The batter is wearing shoes.,"14-shoes_wearing,s",Who is wearing the shoes?,batter,n570181.jpg
20631671,20631671,The batter is wearing shoes.,"14-shoes_wearing,s",Who is wearing shoes?,batter,n570181.jpg
20865546,20865546,The cow is brown.,10q-cow_color,What color is the cow on the left side?,brown,n143935.jpg
201909006,201909006,"Yes, the napkin is on the right of the image.",06-napkin_right,Is the napkin on the right?,yes,n479092.jpg
20692344,20692344,The shower is large.,10q-shower_size,How large is the shower?,large,n499081.jpg
201030233,201030233,"Yes, both the pillow and the shuttle are blue.",09same-pillow_shuttle,Is the color of the pillow the same as that of the shuttle?,yes,n54424.jpg
20661330,20661330,"No, the branch is lying next to a bus.",13-branch_train,Is the branch lying next to a train?,no,n346736.jpg
20710001,20710001,"No, the car is on the right of the image.",06-car_left,Is the car on the left of the picture?,no,n24526.jpg
201766585,201766585,The girl is flying the kite.,"14-kite_flying,s",Who is flying the flying kite above the tree?,girl,n528403.jpg
20414473,20414473,The skateboarder is standing on the skateboard.,"14-skateboarder_standing on,o",What's the skateboarder standing on?,skateboard,n16936.jpg
20411622,20411622,The fruits are apples.,11q-fruit,What are the fruits in this photograph called?,apples,n363445.jpg
20411623,20411623,The fruits are apples.,11q-fruit,Which kind of fruit is it?,apples,n363445.jpg
20414478,20414478,The skateboarder is wearing a shirt.,"14-shirt_wearing,s",Who is wearing a shirt?,skateboarder,n16936.jpg
20655081,20655081,"Yes, the man is wearing a hat.",13-man_hat,Is the old man wearing a hat?,yes,n199097.jpg
20120493,20120493,The sand is underneath the athlete.,"14-athlete_underneath,s",What is underneath the athlete that is wearing shorts?,sand,n117888.jpg
20786160,20786160,"Yes, the woman is standing beside the dirt.",13-woman_dirt,Is the person to the right of the traffic cone standing beside the dirt that looks wet?,yes,n12404.jpg
201826664,201826664,The blanket is to the right of the man.,13-man_blanket,Is the large blanket to the right or to the left of the man in the bottom of the image?,right,n59627.jpg
20935990,20935990,"No, the elephant is large.",06-elephant_small,Does the animal beside the fence have small size?,no,n44249.jpg
201974675,201974675,The fence is silver.,10q-fence_color,What color is the metal fence?,silver,n274905.jpg
202162379,202162379,"Yes, the bedroom is white and small.",05-small_white,Is the bedroom that is not dirty both white and small?,yes,n69237.jpg
20262540,20262540,The hair is long.,10q-hair_length,How long is the straight hair?,long,n172618.jpg
20412209,20412209,The tables are on the left of the image.,10q-tables_hposition,Which side are the tables on?,left,n531359.jpg
201882602,201882602,"Yes, there are both a lamp and a chair.",09existAnd-chair_lamp,Are there both a chair and a lamp in this photo?,yes,n125122.jpg
201663089,201663089,"Yes, there is a cabinet.",09existOr-bowl_cabinet,Do you see either bowls or cabinets in the photo?,yes,n35676.jpg
202266013,202266013,The piece of furniture is a couch.,12q-furniture_long,What is the piece of furniture that is long called?,couch,n534106.jpg
202081504,202081504,"Yes, the mouse pad is gray and square.",05-gray_square,Is the mouse pad gray and square?,yes,n433692.jpg
20385893,20385893,"No, the charger is white but long.",05-short_white,Does the device next to the laptop computer look short and white?,no,n90294.jpg
201988053,201988053,"Yes, the cake is sitting beside the cookie.",13-cake_cookie,Is the sweet dessert sitting beside the food in front of the tape?,yes,n470131.jpg
20899103,20899103,The girl is to the right of the bag.,13-bag_girl,Is the young person to the right or to the left of the bag the man is to the left of?,right,n243701.jpg
201535640,201535640,The food is donuts.,12q-baked good_frosted,What food is frosted?,donuts,n272098.jpg
201303292,201303292,"Yes, there is a chair on top of the floor.",13-floor_chair,Do you see any chair on top of the floor?,yes,n518912.jpg
201988059,201988059,"No, the tape is orange.",06-tape_white,Is the tape white?,no,n470131.jpg
201467661,201467661,The piece of furniture is a couch.,"15-floor_on top of,s",Which kind of furniture is on top of the floor?,couch,n295771.jpg
201055683,201055683,"Yes, there is a trash can to the left of the soccer player.",13-soccer player_trash can,Are there trash cans to the left of the soccer player that is kicking the ball?,yes,n259002.jpg
201859565,201859565,The cup is made of plastic.,10q-cup_material,What is the cup made of?,plastic,n546884.jpg
201859564,201859564,The cup is made of plastic.,10q-cup_material,What is the cup to the right of the donut made of?,plastic,n546884.jpg
20567584,20567584,The man is wearing trunks.,"14-man_wearing,o",What is the man that looks happy wearing?,trunks,n414992.jpg
201079929,201079929,The drapes are open.,10c-drapes_15,Are the drapes closed or open?,open,n23181.jpg
20330200,20330200,The person is reading a book.,"14-person_reading,o",What is the tall person reading?,book,n260521.jpg
20508816,20508816,The device is a Wii controller.,"15-woman_to the right of,s",What kind of device is to the right of the woman?,wii controller,n511913.jpg
202144463,202144463,The man is wearing glasses.,"14-glasses_wearing,s",Who is wearing the glasses?,man,n37274.jpg
20136502,20136502,The picture is square.,10q-picture_shape,What do you think is the shape of the picture?,square,n446242.jpg
20516099,20516099,The shopping center is large.,10c-shopping center_size,Does the shopping center look large or small?,large,n70461.jpg
202169189,202169189,The man is wearing shoes.,"14-shoes_wearing,s",Who is wearing shoes?,man,n451187.jpg
201889382,201889382,"Yes, the mountain side is white.",06-mountain side_white,Does the mountain side appear to be white?,yes,n88366.jpg
202180438,202180438,"No, the hair band is round but green.",05-round_white,Is the hair band white and round?,no,n380113.jpg
201889389,201889389,"Yes, the mountain side is snowy.",06-mountain side_snowy,Does the mountain side that looks white look snowy?,yes,n88366.jpg
20887032,20887032,"No, there is a table but it is brown.",04-table_green,Is there a green couch or table?,no,n282436.jpg
201770682,201770682,The toothbrush is on the right of the image.,10q-toothbrush_hposition,On which side is the blue toothbrush?,right,n310625.jpg
201638973,201638973,The men are sitting on the bench.,"14-bench_sitting on,s",Who is sitting on the bench?,men,n271392.jpg
20456489,20456489,This is a dog.,11c-animal,"Which kind of animal is this, a dog or a bird?",dog,n65885.jpg
20567632,20567632,"No, the shirt is black but regular.",05-black_irregular,Is the shirt both irregular and black?,no,n414992.jpg
201759241,201759241,"No, the coats are thick.",06-coats_thin,Do the coats look thin?,no,n150962.jpg
202246309,202246309,The laptop is white.,10q-laptop_color,What color is the device that she works on?,white,n310828.jpg
201759247,201759247,"Yes, the sign is above the light fixture.",13-sign_light fixture,Is the white sign above the light fixture that is above the chair?,yes,n150962.jpg
20157005,20157005,"The shape, both the pancake and the coffee mug are round.",09common-coffee mug_pancake,What do both the pancake and the coffee mug have in common?,shape,n170941.jpg
201766621,201766621,"Yes, the skirt is black and small.",05-black_small,Does the skirt look black and small?,yes,n528403.jpg
20480106,20480106,The lamp is short.,10q-lamp_height,How tall is the lamp which is to the right of the computer?,short,n520071.jpg
20837080,20837080,The person is sitting behind the table.,"14-person_sitting behind,o",Behind what is the person that is to the left of the palm sitting?,table,n507959.jpg
20183166,20183166,The umbrella is to the left of the person.,13-person_umbrella,Is the open umbrella to the right or to the left of the person on the right?,left,n151768.jpg
201264319,201264319,The house is brown.,10c-house_color,"What color is the house, brown or white?",brown,n357126.jpg
201757524,201757524,"The color, both the bag and the lid are white.",09common-bag_lid,What is common to the bag and the lid?,color,n4777.jpg
201638972,201638972,The men are sitting on the bench.,"14-bench_sitting on,s",Who is sitting on the long bench?,men,n271392.jpg
201273311,201273311,The sign is a street sign.,12q-sign_walking,Which kind of sign is walking?,street sign,n46510.jpg
20865960,20865960,The sauce is in the fridge.,"14-refrigerator_in,s",What do you think is in the large appliance?,sauce,n579256.jpg
20865961,20865961,The sauce is in the fridge.,"14-refrigerator_in,s",What is in the refrigerator?,sauce,n579256.jpg
201273314,201273314,The sign is a street sign.,12q-sign_yellow,What is the yellow sign in this photo?,street sign,n46510.jpg
20865963,20865963,The sauce is in the fridge.,"14-sauce_in,o",What's the sauce in?,refrigerator,n579256.jpg
201735335,201735335,The laptop is on the left of the image.,10c-laptop_hposition,"Where in the photo is the laptop, on the right or on the left?",left,n240973.jpg
20204770,20204770,The sweater is blue.,10c-sweater_color,Is that sweater blue or tan?,blue,n532191.jpg
201185841,201185841,The frisbee is green.,10q-frisbee_color,What is the color of the frisbee that flies above the ground?,green,n494918.jpg
20411845,20411845,The food is hot dogs.,11q-fast food,What is the food in the picture called?,hot dogs,n363445.jpg
20411846,20411846,The food is hot dogs.,11q-fast food,Which kind of fast food is it?,hot dogs,n363445.jpg
202285230,202285230,The food is a sausage.,"15-egg_to the left of,s",What kind of food is to the left of the egg?,sausage,n100991.jpg
201235809,201235809,The woman is caucasian.,10c-woman_race,Is the woman Caucasian or Asian?,caucasian,n527589.jpg
201110717,201110717,The food is chocolate.,"15-cake_on top of,s",What food is on top of the cake?,chocolate,n546616.jpg
201110718,201110718,"Yes, the chocolate is on top of a cake.",13-chocolate_cake,Is the chocolate on top of a cake?,yes,n546616.jpg
20411849,20411849,The fast food is hot dogs.,12q-fast food_pink,Which kind of fast food is pink?,hot dogs,n363445.jpg
201996888,201996888,The shirt is clean.,10q-shirt_cleanliness,How clean is the brown shirt?,clean,n250715.jpg
20740868,20740868,"Yes, it is indoors.",01-location_indoors,Is it indoors?,yes,n23762.jpg
201498430,201498430,The tape is small.,10c-tape_size,Does the tape behind the coffee cup look small or large?,small,n315887.jpg
20303108,20303108,"Yes, the man is holding onto the umbrella.",13-man_umbrella,Is the man to the left of the glasses holding onto the umbrella to the right of the glasses?,yes,n318684.jpg
20303106,20303106,The man is holding onto the umbrella.,"14-umbrella_holding onto,s",Who do you think is holding onto the umbrella to the right of the glasses?,man,n318684.jpg
201399881,201399881,"Yes, both the bookcase and the window frame are made of wood.",09same-bookcase_window frame,Are both the bookcase and the window frame made of the same material?,yes,n344136.jpg
20303102,20303102,"No, the man is wearing a cap.",13-man_tie,Is the man to the left of the glasses wearing a tie?,no,n318684.jpg
201908798,201908798,The forks are made of metal.,10q-forks_material,What are the forks made of?,metal,n479092.jpg
201621359,201621359,The desk is made of metal.,10q-desk_material,What's the desk made of?,metal,n275148.jpg
201621358,201621358,The desk is made of metal.,10q-desk_material,What is the desk made of?,metal,n275148.jpg
202126055,202126055,The player holds the tennis racket.,"14-racket_holding,s",Who holds the tennis racket?,player,n573460.jpg
202126058,202126058,The player holds the racket.,"14-player_holding,o",What does the professional person hold?,racket,n573460.jpg
20827485,20827485,The piece of furniture is a sofa.,"15-coffee table_behind,s",What item of furniture is behind the coffee table?,sofa,n283587.jpg
20827487,20827487,The sofa is behind the coffee table.,"15-sofa_behind,o",What kind of furniture is the sofa behind of?,coffee table,n283587.jpg
20827480,20827480,The piece of furniture is a sofa.,"15-light fixture_below,s",Which kind of furniture is below the light fixture?,sofa,n283587.jpg
201109313,201109313,"Yes, the car is small and gray.",05-gray_small,Does the car seem to be small and gray?,yes,n167164.jpg
201061222,201061222,"Yes, the soccer ball is yellow and round.",05-round_yellow,Is the soccer ball yellow and round?,yes,n25275.jpg
20442052,20442052,The door is behind the chair.,"15-door_behind,o",Which kind of furniture is the door behind of?,chair,n207708.jpg
20442051,20442051,The piece of furniture is a chair.,"15-door_behind,o",What is the item of furniture that the door is behind of?,chair,n207708.jpg
201654660,201654660,The fence is in front of the horse.,"15-fence_in front of,o",Which kind of animal is the fence in front of?,horse,n6309.jpg
202180433,202180433,The head band is green.,10q-headband_color,What color is the head band?,green,n380113.jpg
202258186,202258186,This is a horse.,11c-animal,"Which animal is this, a horse or a pig?",horse,n216553.jpg
201322685,201322685,The sidewalk is made of concrete.,10q-sidewalk_material,What is the sidewalk made of?,concrete,n311910.jpg
20136666,20136666,The mirror is on the right of the image.,10c-mirror_hposition,Is the silver mirror on the right side or on the left?,right,n446242.jpg
201068570,201068570,The device is a cell phone.,"15-water bottle_to the left of,s",What device is to the left of the water bottle made of stainless steel?,cell phone,n159802.jpg
20479853,20479853,"No, the radio is modern but silver.",05-black_modern,Is the radio both modern and black?,no,n520071.jpg
201739119,201739119,"Yes, the belt is thin and red.",05-red_thin,Does the leather belt look thin and red?,yes,n485969.jpg
202219030,202219030,The appliance is a toaster.,"15-chalkboard_below,s",What is the appliance below the chalkboard near the artwork?,toaster,n578564.jpg
20679098,20679098,"No, both the park and the hill side are green.",09diff-hillside_park,Is the park different in color than the hill side?,no,n493357.jpg
202004181,202004181,The poster is small.,10c-poster_size,Is the poster large or small?,small,n262920.jpg
201556790,201556790,"Yes, there is a large laptop.",04-laptop_large,Are there large laptops or cats?,yes,n525901.jpg
20679094,20679094,"No, all the animals are giraffes.",07different-allanimals,Are the animals of different types?,no,n493357.jpg
201682453,201682453,"No, the people are watching a man.",13-people_kite,Are the people that are to the left of the tennis ball watching a kite?,no,n51658.jpg
20511713,20511713,The clouds are small.,10q-clouds_size,How large are the sparse clouds?,small,n208458.jpg
20514946,20514946,"Yes, the grass is below the mountains.",13-grass_mountains,Is the green grass below the green mountains?,yes,n207893.jpg
201983882,201983882,The clothing item is a blouse.,12q-clothing_blue,What clothing item is blue?,blouse,n16378.jpg
20472801,20472801,"Yes, both the jeans and the gloves are blue.",09same-gloves_jeans,Do the jeans and the gloves have the same color?,yes,n126891.jpg
201056085,201056085,The soccer player is looking down at the ball.,"14-ball_looking down at,s",Who is looking down at the ball?,soccer player,n259002.jpg
201056084,201056084,The soccer player is looking down at the ball.,"14-ball_looking down at,s",Who is looking down at the ball on the grass?,soccer player,n259002.jpg
20541654,20541654,"No, the woman is happy but asian.",05-caucasian_happy,Does she appear to be happy and Caucasian?,no,n527290.jpg
201056081,201056081,"Yes, the soccer player is playing.",06-soccer player_playing,Does the soccer player to the left of the ball appear to be playing?,yes,n259002.jpg
202246765,202246765,The clothing is a shirt.,12q-clothing_warm,Which kind of clothing is warm?,shirt,n310828.jpg
2055733,2055733,The bus is huge.,10q-bus_size,How big is the green bus?,huge,n263180.jpg
201556919,201556919,The device is a laptop.,"15-keyboard_above,s",What is the name of the device above the white device?,laptop,n525901.jpg
201861325,201861325,"Yes, the mirror is on the motorcycle.",13-mirror_motorcycle,Is the small mirror on the motorcycle?,yes,n390187.jpg
201951601,201951601,"Yes, the girl wears jeans.",13-girl_jeans,Does the girl to the right of the person wear jeans?,yes,n256120.jpg
201322423,201322423,It is a street.,02q-place,Which place is it?,street,n311910.jpg
201322422,201322422,It is a street.,02q-place,What place is shown?,street,n311910.jpg
201068842,201068842,"Yes, the sweatshirt is small and black.",05-black_small,Is the sweatshirt that looks soft small and black?,yes,n159802.jpg
201951600,201951600,The girl wears jeans.,"14-jeans_wearing,s",Who wears jeans?,girl,n256120.jpg
202006532,202006532,"Yes, the table is small and square.",05-small_square,Does the table have small size and square shape?,yes,n97485.jpg
20818959,20818959,"No, the net is made of cloth.",06-net_mesh,Is the black net made of mesh?,no,n279581.jpg
20753459,20753459,"Yes, the dresser is to the left of the curtain.",13-dresser_curtain,Is the dresser to the left of the curtain above the bed?,yes,n49438.jpg
201153598,201153598,The giraffe is in front of the forest.,"14-giraffe_in front of,o",In front of what is the giraffe?,forest,n160664.jpg
201983888,201983888,The clothing item is a blouse.,12q-clothing_light,What article of clothing is light?,blouse,n16378.jpg
20862787,20862787,"Yes, the woman is sitting.",04-woman_sitting,Are there either any women or men that are sitting?,yes,n94074.jpg
201760639,201760639,The soccer ball is on the lawn.,"14-soccer ball_on,o",Where is the soccer ball?,lawn,n350732.jpg
201480553,201480553,"Yes, the grass is short and lush.",05-lush_short,Is the grass short and lush?,yes,n39114.jpg
20673069,20673069,The bag is empty.,10c-bag_16,Do you think the bag to the left of the vase is empty or full?,empty,n59147.jpg
201056227,201056227,The spectator is on the left of the image.,10q-spectator_hposition,Which side is the male spectator on?,left,n259002.jpg
201735418,201735418,The chicken is black.,10c-chicken_color,Is the chicken black or white?,black,n240973.jpg
201735419,201735419,The chicken is standing on top of the desk.,"14-desk_standing on top of,s",What do you think is standing on top of the desk?,chicken,n240973.jpg
202270987,202270987,The skateboarder is wearing shoes.,"14-shoes_wearing,s",Who is wearing shoes?,skateboarder,n469156.jpg
202270989,202270989,The skateboarder is wearing a helmet.,"14-helmet_wearing,s",Who is wearing a helmet?,skateboarder,n469156.jpg
202053394,202053394,The batter is looking at the baseball.,"14-batter_looking at,o",What do you think is the batter in front of the umpire looking at?,baseball,n334278.jpg
20865374,20865374,The trees are in front of the barn.,"14-barn_in front of,s",What is in front of the barn?,trees,n143935.jpg
20248060,20248060,The bench is dark brown.,10q-bench_color,What color is the long bench?,dark brown,n49310.jpg
20416421,20416421,The sausage is in the top of the image.,10c-sausage_vposition,Is the sausage in the bottom part or in the top of the photo?,top,n234722.jpg
202248975,202248975,The SUV is large.,10q-suv_size,How big is the black vehicle?,large,n522733.jpg
20416424,20416424,"Yes, the sausage is small and brown.",05-brown_small,Does the sausage that is to the left of the pan look small and brown?,yes,n234722.jpg
202101167,202101167,The skateboarder is riding on a skateboard.,"14-skateboard_riding on,s",Who is riding on a skateboard?,skateboarder,n472825.jpg
201935073,201935073,The lamp is tall.,10q-lamp_height,How tall is the lamp that is behind the tree?,tall,n556604.jpg
202101162,202101162,The skateboarder is wearing jeans.,"14-jeans_wearing,s",Who is wearing the jeans?,skateboarder,n472825.jpg
202101163,202101163,The skateboarder is wearing jeans.,"14-skateboarder_wearing,o",What is the skateboarder that is not female wearing?,jeans,n472825.jpg
202101161,202101161,The skateboarder is wearing jeans.,"14-jeans_wearing,s",Who is wearing jeans?,skateboarder,n472825.jpg
20240934,20240934,The piece of furniture is a table.,"15-water bottle_underneath,s",What is the item of furniture underneath the water bottle?,table,n166008.jpg
20862875,20862875,The dress is white.,10q-dress_color,The dress made of lace has which color?,white,n94074.jpg
202036950,202036950,The sausage is not greasy.,12c-food_n#greasy,"What food is not greasy, the sausage or the pizza?",sausage,n200225.jpg
20794158,20794158,The plate is made of porcelain.,10q-plate_material,Which material was used to make the white plate?,porcelain,n278453.jpg
20862872,20862872,"No, the dress is white but long.",05-short_white,Does the dress made of lace look white and short?,no,n94074.jpg
20862870,20862870,The clothing is a suit.,12q-clothing_n#long,What kind of clothing is not long?,suit,n94074.jpg
20647268,20647268,"Yes, there is short grass.",04-grass_short,Is there any short grass in the picture?,yes,n98540.jpg
20621960,20621960,"No, there are no pictures or lamps.",09existOr-lamp_picture,Do you see lamps or pictures?,no,n210269.jpg
20705811,20705811,The piece of furniture is a desk.,11q-furniture,What piece of furniture is shown?,desk,n264887.jpg
202119882,202119882,"Yes, this is a clean refrigerator.",06-refrigerator_clean,Is this a clean refrigerator?,yes,n500308.jpg
20611688,20611688,The food is grapes.,12q-food_n#cut,What type of food is not cut?,grapes,n28996.jpg
201462174,201462174,"No, both the glove and the helmet are black.",09diff-glove_helmet,Do the glove and the helmet have a different colors?,no,n508641.jpg
20381235,20381235,The desk is under the keyboard.,"14-keyboard_under,s",What is under the device the computer monitor is above?,desk,n398257.jpg
202159042,202159042,The buildings are in front of the sky.,"14-sky_in front of,s",What is in front of the sky?,buildings,n406334.jpg
201407208,201407208,The crowd is watching the man.,"14-man_watching,s",Who is watching the man?,crowd,n282607.jpg
20381231,20381231,The desk is rectangular.,10q-desk_shape,What is the shape of the desk that is below the keyboard?,rectangular,n398257.jpg
201407207,201407207,The crowd is watching the man.,"14-man_watching,s",Who is watching the person that holds the tennis racket?,crowd,n282607.jpg
20923063,20923063,The vehicle is a fire truck.,12q-vehicle_red,What vehicle is red?,fire truck,n480253.jpg
20491961,20491961,"Yes, the man is tall and old.",05-old_tall,Does the man that is to the left of the bear look tall and old?,yes,n335542.jpg
20609271,20609271,"No, the table is underneath the plate.",13-table_bottle,Is the table underneath a bottle?,no,n437064.jpg
201979155,201979155,"No, the skateboard is made of wood and the rooftop is made of metal.",09same-rooftop_skateboard,Do the skateboard and the rooftop have the same material?,no,n329514.jpg
201752607,201752607,"Yes, the necktie is dark.",06-tie_dark,Is the necktie dark?,yes,n262929.jpg
201979159,201979159,"Yes, the steps are below the window.",13-steps_window,Are the concrete steps below the window that is below the chimney?,yes,n329514.jpg
201983173,201983173,The pillows are square.,10q-pillows_shape,What shape are the pillows that look big?,square,n526228.jpg
201879609,201879609,The dog is inside the truck.,"14-truck_inside,s",What animal is inside the truck?,dog,n290409.jpg
202285129,202285129,"Yes, the napkin is square and white.",05-square_white,Does the paper napkin look square and white?,yes,n100991.jpg
20706378,20706378,The device is a speaker.,"15-keyboard_behind,s",Which kind of device is behind the keyboard?,speaker,n264887.jpg
201360718,201360718,The boy is wearing a shirt.,"14-shirt_wearing,s",Who is wearing a shirt?,boy,n541688.jpg
201879600,201879600,"No, the dog is happy but light brown.",05-black_happy,Does the dog inside the truck look black and happy?,no,n290409.jpg
202226085,202226085,"No, the bowl is white but full.",05-empty_white,Does the bowl to the right of the plate look white and empty?,no,n336443.jpg
20706376,20706376,The device is a speaker.,"15-keyboard_behind,s",What type of device is behind the keyboard?,speaker,n264887.jpg
201535876,201535876,"Yes, the rope is on the right of the image.",06-rope_right,Is the white rope on the right side?,yes,n272098.jpg
20984506,20984506,The skateboard is yellow.,10q-skateboard_color,Which color is the skateboard?,yellow,n12214.jpg
201336939,201336939,The man is in front of the bench.,"14-man_in front of,o",What is he in front of?,bench,n329479.jpg
201336930,201336930,"The material, both the bench and the skateboard are wooden.",09common-bench_skateboard,What do the bench and the skateboard have in common?,material,n329479.jpg
202162151,202162151,The floor is clean.,10c-floor_cleanliness,"How does the floor made of wood look, stained or clean?",clean,n69237.jpg
201822321,201822321,The sink is made of porcelain.,10q-sink_material,What is the sink made of?,porcelain,n417401.jpg
20756826,20756826,The plates are on the right of the image.,10q-plates_hposition,On which side are the plates?,right,n433532.jpg
201882967,201882967,"No, the chair is in front of the desk.",13-desk_chair,Is the wood chair behind the desk below the mirror?,no,n125122.jpg
201438689,201438689,The batter is standing beside the home plate.,"14-home plate_standing beside,s",Who is standing beside the home plate?,batter,n66756.jpg
20248155,20248155,The clothing is a sweater.,12q-clothing_striped,What kind of clothing is striped?,sweater,n49310.jpg
202228250,202228250,"Yes, the pepper shaker is round.",06-pepper shaker_round,Does that pepper shaker look round?,yes,n77818.jpg
202060198,202060198,The curtains are behind the couch.,"15-curtains_behind,o",Which kind of furniture are the curtains behind of?,couch,n14087.jpg
201429105,201429105,The window is rectangular.,10q-window_shape,The window near the switch has which shape?,rectangular,n64959.jpg
20151524,20151524,The straw is in the coffee.,"14-coffee_in,s",What is in the coffee?,straw,n313060.jpg
20151525,20151525,The straw is in the coffee.,"14-straw_in,o",What is the straw in?,coffee,n313060.jpg
20151526,20151526,The straw is in the coffee.,"14-straw_in,o",What's the straw in?,coffee,n313060.jpg
201822226,201822226,The piece of furniture is a shelf.,"15-bathroom_inside,s",What kind of furniture is inside the small bathroom?,shelf,n417401.jpg
20752493,20752493,The toilet is to the left of the cabinet.,13-cabinet_toilet,Is the white toilet to the left or to the right of the cabinet that is made of wood?,left,n209843.jpg
201879469,201879469,The vehicle is a truck.,12q-vehicle_thin,What vehicle is thin?,truck,n290409.jpg
201713269,201713269,It is indoors.,02c-location,Is it an outdoors or indoors picture?,indoors,n455563.jpg
201763624,201763624,"Yes, there is a black phone.",04-phone_black,Are there any black phones or monitors?,yes,n246334.jpg
201438339,201438339,The door is covered in net.,"14-door_covered in,o",What is the door covered in?,net,n66756.jpg
20866006,20866006,The bottle is to the right of the woman.,13-woman_bottle,Is the bottle to the right or to the left of the person on the floor?,right,n579256.jpg
20461952,20461952,"Yes, the coat is gray.",06-coat_gray,Is the coat gray?,yes,n571179.jpg
20541125,20541125,"No, the shirt is striped but short sleeved.",05-long sleeved_striped,Is the shirt long sleeved and striped?,no,n527290.jpg
201713275,201713275,"The color, both the outlet and the bathroom are white.",09common-bathroom_outlet,What is common to the outlet and the bathroom?,color,n455563.jpg
201739152,201739152,The shirt is red.,10q-shirt_color,What color do you think the shirt is?,red,n485969.jpg
20786308,20786308,"Yes, the machine is behind a cone.",13-machine_cone,Is the machine behind a cone?,yes,n12404.jpg
201713640,201713640,The medicine cabinet is on the right of the image.,10q-medicine cabinet_hposition,On which side is the medicine cabinet?,right,n455563.jpg
202174460,202174460,"Yes, the bench is behind the table.",13-bench_table,Is the bench behind the table that looks red?,yes,n398429.jpg
201143404,201143404,The picture is on the left of the image.,10q-picture_hposition,Which side of the image is the old picture on?,left,n276011.jpg
20827107,20827107,The countertop is light brown.,10q-countertop_color,What is the color of the countertop that looks rectangular?,light brown,n283587.jpg
20441885,20441885,"Yes, the plant is green and the bookcase is white.",09diff-bookcase_plant,Does the plant have a different color than the bookcase?,yes,n207708.jpg
202119721,202119721,"No, both the table and the floor are black.",09diff-floor_table,Is the color of the table different than the color of the floor?,no,n500308.jpg
201030632,201030632,The boy is sitting on top of the couch.,"14-couch_sitting on top of,s",Who is sitting on top of the couch?,boy,n54424.jpg
20786209,20786209,The container is orange.,10q-container_color,What is the color of the container?,orange,n12404.jpg
202060197,202060197,The piece of furniture is a couch.,"15-curtains_behind,o",What is the item of furniture that the curtains are behind of?,couch,n14087.jpg
201574326,201574326,"No, there is a man below the window.",13-window_chair,Are there chairs below the window?,no,n116329.jpg
201972765,201972765,The grass is green.,10c-grass_color,Is the grass brown or green?,green,n541482.jpg
201972767,201972767,"Yes, there is a kite.",09existOr-kite_lamp,Do you see either a kite or a lamp there?,yes,n541482.jpg
201391839,201391839,The man wears shorts.,"14-shorts_wearing,s",Who wears the shorts?,man,n477702.jpg
20317290,20317290,"Yes, there is a toaster above the drawer.",13-drawer_toaster,Is there a toaster above the drawer?,yes,n350766.jpg
20929389,20929389,"No, the motorcycle is metallic but silver.",05-black_metal,Is the motorcycle near the jacket black and metallic?,no,n9181.jpg
201640321,201640321,The man is holding the women.,"14-man_holding,o",Who is the person that is posing holding?,women,n235859.jpg
201346477,201346477,The van is in the top of the image.,10c-van_vposition,Is the van in the top part or in the bottom of the photo?,top,n131634.jpg
201832688,201832688,"No, there is a clock but it is on.",04-clock_n#on,Is there a clock that is not on?,no,n432591.jpg
20896604,20896604,"Yes, the oven is black.",04-oven_black,Are there any ovens or cabinets that are black?,yes,n548534.jpg
